"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_diff","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"opens skin barrier and enhances skin excretory role.'","subsequently the interstitial pressure include the plasma composition,'","6.65","-271","0.0","1","1","1","0","0","0","0","0","0","1",""
"subsequently the interstitial pressure include the plasma composition,'","the balance of Starling forces across the capillary wall principally'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the balance of Starling forces across the capillary wall principally'","capillary hydrostatic pressure and plasma protein osmotic pressure,'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillary hydrostatic pressure and plasma protein osmotic pressure,'","capillary permeability, surface area of capillary endothelium, lymph'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillary permeability, surface area of capillary endothelium, lymph'","transport, and the physicochemical properties of the interstitial space'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"transport, and the physicochemical properties of the interstitial space'","matrix. Also, modification, addition or removal of components by'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"matrix. Also, modification, addition or removal of components by'","peripheral cell metabolism can determine the composition of interstitial'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"peripheral cell metabolism can determine the composition of interstitial'","fluids 54. Based on that, cupping therapy may be beneficial in clearing'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"fluids 54. Based on that, cupping therapy may be beneficial in clearing'","interstitial fluids and restoring normal physiology of interstitial spaces.'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"interstitial fluids and restoring normal physiology of interstitial spaces.'","4- Pathogenesis of pain includes interstitial hypertension and'","-13.45","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"4- Pathogenesis of pain includes interstitial hypertension and'","increased amount of neurotransmitters, such as substance P and its'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"increased amount of neurotransmitters, such as substance P and its'","receptor, calcitonin gene-related peptide and other neurotransmitters'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"receptor, calcitonin gene-related peptide and other neurotransmitters'","in afferent nerves 55. Based on that, cupping therapy at these localized'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"in afferent nerves 55. Based on that, cupping therapy at these localized'","sites may remove localized fluids, clear interstitial spaces, decrease'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"sites may remove localized fluids, clear interstitial spaces, decrease'","interstitial hypertension and excrete CPS.'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"interstitial hypertension and excrete CPS.'","5- Substance P is an 11-amino acid peptide that is widely distributed'","-13.45","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"5- Substance P is an 11-amino acid peptide that is widely distributed'","in the nervous system of human and animal species. Substance P is'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"in the nervous system of human and animal species. Substance P is'","functionally linked to pain 56. Substance P releases histamine 57'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"functionally linked to pain 56. Substance P releases histamine 57'","leading to increased cutaneous capillary permeability without any fluid'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"leading to increased cutaneous capillary permeability without any fluid'","leakage through intact skin barrier. Substance P induces release of'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"leakage through intact skin barrier. Substance P induces release of'","antigen-evoked mediators 58, tumor necrosis factor-alpha 59 and'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"antigen-evoked mediators 58, tumor necrosis factor-alpha 59 and'","leukotrienes 60, which act as inflammatory mediators to enhance pain'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"leukotrienes 60, which act as inflammatory mediators to enhance pain'","and tissue swelling. The interstitium plays a role in the development of'","-13.45","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"and tissue swelling. The interstitium plays a role in the development of'","Altern Integ Med'","1.0","5","-1.0","0","0","0","0","0","1","0","0","0","1",""
"Altern Integ Med'","Volume 2 • Issue 3 • 1000111'","-1.2","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Volume 2 • Issue 3 • 1000111'","ISSN:2327-5162 AIM, an open access journal'","-1.2","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Citation: El Sayed SM, Mahmoud HS, Nabo MMH 2013 Methods of Wet Cupping Therapy Al-Hijamah: In Light of Modern Medicine and Prophetic'","Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","-3.44","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","Page 6 of 16'","-3.44","0","1.0","0","0","0","1","1","1","0","0","0","1",""
"Page 6 of 16'","8- Interstitial fluid is continuously filtered at arterial end of'","0.5","-34","0.0","0","0","0","0","1","0","0","0","0","1",""
"8- Interstitial fluid is continuously filtered at arterial end of'","capillaries net filtration pressure=-13 mm Hg that shifts tissue fluids'","-8.39","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillaries net filtration pressure=-13 mm Hg that shifts tissue fluids'","to the outside of capillaries 74 and is absorbed at venous end of'","-8.39","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"to the outside of capillaries 74 and is absorbed at venous end of'","capillaries net absorption pressure=+7 mmHg Figure 1A that shifts'","-8.39","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillaries net absorption pressure=+7 mmHg Figure 1A that shifts'","tissue fluids to the inside of capillaries 5. Based on that, external'","-8.39","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"tissue fluids to the inside of capillaries 5. Based on that, external'","suction pressure as that occurring in cupping therapy may enhance'","-8.39","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"suction pressure as that occurring in cupping therapy may enhance'","the excretion of tissue fluids filled with noxious substances.'","-8.39","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the excretion of tissue fluids filled with noxious substances.'","1 st step of wet cupping therapy 1 st cupping'","-8.39","0","2.0","0","1","0","1","0","0","0","0","0","1",""
"1 st step of wet cupping therapy 1 st cupping'","In the CPC method only not in the PC method'","-8.39","0","-2.0","0","0","0","1","0","0","0","0","0","1",""
"In the CPC method only not in the PC method'","1- Skin has a viscoelastic nature, which helps it to be sucked to'","-8.39","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"1- Skin has a viscoelastic nature, which helps it to be sucked to'","the inside of cups 75. When first vacuum pressure is applied during'","-8.39","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the inside of cups 75. When first vacuum pressure is applied during'","cupping therapy Figure 3A; negative suction pressure collects'","-8.39","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"cupping therapy Figure 3A; negative suction pressure collects'","interstitial fluids in the cupped area causing uplifting of the skin inside'","9.83","271","0.0","1","0","1","0","0","0","0","0","0","1",""
"interstitial fluids in the cupped area causing uplifting of the skin inside'","cups without any fluid leakage through skin skin barrier as intact skin'","-18.61","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"cups without any fluid leakage through skin skin barrier as intact skin'","prevents extrusion of tissue fluids Figure 3B to outside due to high'","-18.61","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"prevents extrusion of tissue fluids Figure 3B to outside due to high'","content of dermal matrix substances dermatan sulfate, hyaluronic'","-18.61","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"content of dermal matrix substances dermatan sulfate, hyaluronic'","acid and chondroitin sulfate, which constitute the ground substance'","-18.61","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"acid and chondroitin sulfate, which constitute the ground substance'","surrounding the dermal fibrous components that contribute to the'","-18.61","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"surrounding the dermal fibrous components that contribute to the'","viscoelastic nature of the skin. Dermis is strong and elastic due to its'","-18.61","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"viscoelastic nature of the skin. Dermis is strong and elastic due to its'","high content of elastin protein makes skin soft and elastic and helps'","-18.61","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"high content of elastin protein makes skin soft and elastic and helps'","skin sucking inside cups and collagen protein gives strength to skin'","-18.61","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"skin sucking inside cups and collagen protein gives strength to skin'","76,77. Collected fluids intervene between skin and subcutaneous'","-18.61","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"76,77. Collected fluids intervene between skin and subcutaneous'","tissues. This may help breaking connective tissue adhesions. Based on'","-18.61","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"tissues. This may help breaking connective tissue adhesions. Based on'","that, skin surface is very suitable for practicing cupping therapy for'","-18.61","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"that, skin surface is very suitable for practicing cupping therapy for'","clearing tissue fluids and capillary fluids.'","-18.61","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"clearing tissue fluids and capillary fluids.'","2- Increase in size of skin uplifting inside cups may decrease local'","-18.61","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"2- Increase in size of skin uplifting inside cups may decrease local'","pressure inside skin upliftings around blood capillaries Boyle’s law'","-18.61","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"pressure inside skin upliftings around blood capillaries Boyle’s law'","78 leading to filtration of more fluids inside skin upliftings Figure'","-18.61","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"78 leading to filtration of more fluids inside skin upliftings Figure'","3C. Based on that, 1 st cupping step in CPC method is very helpful in'","-18.61","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"3C. Based on that, 1 st cupping step in CPC method is very helpful in'","clearing capillary blood from excess fluids with wastes via filtration'","-18.61","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"clearing capillary blood from excess fluids with wastes via filtration'","through capillary pores in the local cupped area as a preparatory step'","-18.61","0","0.0","1","0","1","1","0","0","0","0","0","1",""
